,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200
460,DROCX,Diamond Hill Research Opportunities Fund Class C,18.6,-0.91,-0.17,22.8,13.86,17.378824,19.692574
461,SHSCX,BlackRock Health Sciences Opportunities Portfolio Investor C Shares,57.71,1.23,0.7,58.06,41.56,55.525295,54.36441
462,VMCCX,Virtus KAR Mid-Cap Core Fund Class C,34.0,0.06,0.02,37.08,24.48,31.009117,32.76809
463,VMGIX,Vanguard Mid-Cap Growth Index Fund Investor Shares,62.53,0.42,0.26,67.04,42.82,57.437943,59.128235
464,JVARX,JPMorgan Value Advantage Fund Class R5,29.82,-1.26,-0.379999,37.81,22.11,27.949705,32.77735
465,DPSYX,BNY Mellon Structured MidCap Fund Class Y,22.65,-1.48,-0.34,28.23,15.74,20.651764,24.063456
466,CSRIX,Cohen & Steers Institutional Realty Shares,39.93,0.45,0.18,50.5,29.57,37.565292,42.901398
467,BLVAX,BMO Low Volatility Equity Fund Class A,14.44,0.63,0.090001,16.39,11.32,14.053823,14.938529
468,SGENX,First Eagle Global Fund Class A,52.77,-0.02,-0.01,60.83,42.17,50.509705,54.134117
469,MGBIX,AMG Managers Loomis Sayles Bond Fund Class I,26.32,0.0,0.0,27.75,24.44,25.954117,26.696398
470,PRZIX,T. Rowe Price Emerging Markets Stock Fund I Class,39.01,-0.54,-0.209997,48.59,32.93,38.124413,42.315662
471,PARLX,T. Rowe Price Retirement 2045 Fund Advisor Class,17.02,0.0,0.0,19.33,12.84,16.006176,17.277279
472,VTCIX,Vanguard Tax-Managed Capital Appreciation Fund Institutional Shares,77.82,-0.22,-0.17,87.07,56.98,73.202644,77.12316
473,USBLX,USAA Growth and Tax Strategy Fund,20.9,-0.14,-0.03,22.66,17.69,20.199411,21.079706
474,LCGFX,William Blair Large Cap Growth Fund Class I,17.07,0.18,0.030001,17.93,12.36,16.048824,16.005074
475,AIGYX,Aberdeen Realty Income & Growth Fund Institutional Class,12.49,0.56,0.07,18.13,9.19,11.835,14.311985
476,GBATX,GMO Strategic Opportunities Allocation Fund Class III,18.13,-0.11,-0.02,21.28,14.71,17.410294,19.021618
477,TOECX,Touchstone Mid Cap Growth Fund Class C,18.25,0.27,0.05,20.55,12.45,16.629412,17.886543
478,FSTCX,Fidelity Select Telecommunications Portfolio,63.1,-0.32,-0.2,66.96,50.44,60.050587,60.39757
479,PGIUX,Virtus Duff & Phelps Global Infrastructure Fund Class I,14.23,1.28,0.180001,17.03,10.38,13.345294,14.896912
480,VHCAX,Vanguard Capital Opportunity Fund Admiral Shares,144.22,-0.89,-1.3,167.06,109.36,136.19618,147.58412
481,AKRIX,Akre Focus Fund Institutional Class,48.6,0.98,0.470003,50.12,34.66,44.926178,45.309193
482,AILCX,American Beacon International Equity Fund Class C,13.99,1.45,0.2,18.05,10.69,12.824411,15.264044
483,NHMRX,Nuveen High Yield Municipal Bond Fund Class I,16.32,0.25,0.040001,18.83,14.63,15.956765,17.325663
484,COGRX,Columbia Select Global Growth Fund Class R,17.48,0.46,0.08,17.94,12.32,16.13206,15.983603
485,DREGX,Driehaus Emerging Markets Growth Fund Investor Class,34.73,-0.49,-0.169998,40.78,28.19,33.71206,36.27456
486,FASDX,Fidelity Advisor Strategic Dividend & Income Fund Class A,14.19,0.07,0.010001,16.12,11.03,13.627059,14.560514
487,BIPSX,ProFunds Biotechnology UltraSector Fund Service Class,52.13,1.01,0.52,52.8,34.06,49.332943,46.601765
488,FIDLX,Fidelity Advisor Large Cap Fund Class Z,28.14,-1.16,-0.33,35.69,20.94,26.454117,30.056911
489,THOCX,Thornburg Global Opportunities Fund Class C,26.4,-0.68,-0.18,30.94,20.1,24.76147,27.132132
490,MLCIX,BMO Large-Cap Growth Fund Class I,18.81,0.0,0.0,19.94,13.71,17.624413,18.03728
491,FTASX,Fidelity Advisor Asset Manager 70% Fund Class M,21.67,0.09,0.02,23.82,17.07,20.57,21.687647
492,FIOAX,Fidelity Advisor Managed Retirement 2005 Fund Class A,59.11,0.02,0.009998,60.18,54.71,58.29794,58.842354
493,CNPIX,ProFunds Consumer Goods Ultra Sector Fund Investor Class,100.63,-0.37,-0.37,123.4,65.94,93.95912,104.58853
494,QGRCX,Invesco Oppenheimer Global Allocation Fund Class C,17.13,0.23,0.040002,18.26,14.21,16.449118,17.025515
495,CLDIX,Calvert Long-Term Income Fund Class I,19.02,0.0,0.0,20.26,16.43,18.877354,18.704338
496,ABSKX,AB Discovery Value Fund Class K,14.9,-2.36,-0.359999,20.1,10.43,13.529706,16.671103
497,CTHRX,Columbia Global Technology Growth Fund Institutional 2 Class,44.57,-0.25,-0.11,46.96,32.64,41.79441,41.372646
498,FRSSX,Nuveen Real Estate Securities Fund Class R3,17.24,0.82,0.14,23.25,13.0,16.442648,19.184484
499,MIDNX,Matthews India Fund Institutional Class,17.48,1.33,0.23,27.94,14.02,16.989412,21.375
500,LYRBX,Lyrical U.S. Value Equity Fund Investor Class,12.62,-2.17,-0.28,16.82,7.88,11.334412,13.812794
501,FTHCX,Fidelity Advisor Technology Fund Class C,52.1,-0.21,-0.11,54.22,37.4,48.49,47.567207
502,TWBIX,American Century Balanced Fund Investor Class,18.98,-0.11,-0.02,19.8,15.64,18.30647,18.706324
503,ALCKX,AB Large Cap Growth Fund Class K,62.79,0.32,0.2,62.59,45.07,58.428825,57.508896
504,ITTIX,Hartford Multi-Asset Income and Growth Fund Class I,19.1,-0.42,-0.08,23.5,16.74,18.65294,20.19897
505,CSRYX,Columbia Select Large Cap Value Fund Institutional 3 Class,22.83,-0.91,-0.209999,28.56,16.27,21.615294,24.451618
506,JVAAX,JPMorgan Value Advantage Fund Class A,29.68,-1.26,-0.38,37.57,22.02,27.829117,32.636986
507,FELCX,Fidelity Advisor Semiconductors Fund Class C,22.4,-2.65,-0.61,24.85,14.84,21.080294,21.735073
508,INPSX,ProFunds Internet UltraSector Fund Service Class,82.74,-0.01,-0.01,82.77,46.71,73.46059,69.645805
509,SGIEX,Columbia Contrarian Core Fund Class V,25.51,0.0,0.0,27.8,18.78,24.111176,25.111986
510,IHOAX,The Hartford International Opportunities Fund Class A,14.25,0.35,0.05,16.83,11.29,13.515294,14.958383
511,DXQLX,Direxion Monthly NASDAQ-100 Bull 2X Fund Investor Class,35.4137,-0.48,-0.1716,38.85,19.23,32.03706,30.843163
512,PCIEX,PACE International Equity Investments Class P,13.59,1.19,0.16,16.07,10.45,12.745295,14.180882
513,ALAFX,Alger Focus Equity Fund Class A,43.2,0.09,0.04,43.92,31.01,40.347057,39.229042
514,FCRWX,Fidelity Advisor Simplicity RMD 2020 Fund Class C,59.38,0.24,0.14,59.47,57.15,59.38,59.38
515,CVMIX,Calvert Emerging Markets Equity Fund Class I,14.88,-0.47,-0.07,18.41,12.32,14.581765,16.094927
516,PCCOX,T. Rowe Price U.S. Equity Research Fund I Class,29.2,-0.14,-0.040002,32.66,21.42,27.549118,28.989412
517,CCLAX,Calvert Conservative Allocation Fund Class A,17.28,0.06,0.01,18.16,14.93,16.777647,17.268456
518,VASIX,Vanguard LifeStrategy Income Fund Investor Shares,16.38,0.0,0.0,16.58,15.03,16.112648,16.179192
519,FTMKX,Fidelity Advisor Emerging Markets Fund Class M,24.63,-0.24,-0.059999,29.63,19.83,23.773235,25.601986
520,VEIRX,Vanguard Equity-Income Fund Admiral Shares,68.96,-0.12,-0.08,81.0,51.97,65.600586,72.47772
521,FCRSX,Fidelity Advisor Managed Retirement 2015 Fund Class C,53.03,0.17,0.09,53.14,51.41,53.03,53.03
522,SXPCX,DWS S&P 500 Index Fund - Class C,31.5,-0.19,-0.06,35.21,23.27,29.79147,31.503088
523,HNMVX,Harbor Mid Cap Value Fund Retirement Class,15.57,-2.38,-0.38,21.85,10.88,14.09353,17.88603
524,JTSYX,JPMorgan SmartRetirement 2050 Fund Class R6,18.82,-0.11,-0.02,22.51,14.46,17.81294,19.633455
525,FARFX,Fidelity Advisor Managed Retirement 2025 Fund Class A,51.96,-0.04,-0.02,55.17,44.91,50.28706,52.107204
526,PRWCX,T. Rowe Price Capital Appreciation Fund,31.18,-0.1,-0.030001,32.68,23.85,29.71294,30.477352
527,MIEIX,MFS Institutional International Equity Fund,24.73,1.77,0.43,28.45,19.53,23.143824,25.541323
528,ACRTX,AMG Managers Silvercrest Small Cap Fund Class I,13.01,-2.98,-0.4,16.8,9.65,11.860883,14.225661
529,SPVZX,PGIM QMA Mid-Cap Value Fund- Class Z,13.07,-2.46,-0.33,19.24,8.96,11.81647,15.419632
530,TIBAX,Thornburg Investment Income Builder Fund Class A,18.41,0.05,0.01,22.99,14.8,17.505295,20.184559
531,CYPSX,ProFunds Consumer Services UltraSector Fund Service Class,38.87,-1.4,-0.55,122.25,25.51,35.79853,40.77566
532,FCSDX,Fidelity Advisor Strategic Dividend & Income Fund Class C,14.12,0.07,0.01,16.03,10.97,13.567941,14.491397
533,PRCOX,T. Rowe Price U.S. Equity Research Fund,29.19,-0.14,-0.040001,32.66,21.42,27.538235,28.980736
534,MTINX,MainStay Income Builder Fund Investor Class,18.16,0.17,0.03,20.36,15.09,17.595,18.73897
535,AIAFX,Aberdeen Global Infrastructure Fund Class A,19.16,0.52,0.1,23.26,14.18,17.683529,20.132132
536,CMTFX,Columbia Global Technology Growth Fund Institutional Class,43.64,-0.25,-0.11,45.98,31.96,40.923237,40.516617
537,SLMCX,Columbia Seligman Communications and Information Fund Class A,77.68,-1.91,-1.51,85.96,54.36,72.85176,76.352425
538,JGMNX,Janus Henderson Triton Fund Class N,28.79,-0.72,-0.21,33.06,19.52,26.178236,28.743456
539,DSMLX,Touchstone Large Company Growth Fund Class Institutional,45.51,0.33,0.150003,48.21,33.85,43.204117,43.40772
540,FMCRX,Federated Mid-Cap Index Fund Institutional Shares,17.1,-1.38,-0.24,21.52,11.77,15.469706,17.798382
541,FEYTX,Fidelity Advisor Asset Manager 85% Fund Class M,18.6,0.05,0.01,20.85,14.15,17.515295,18.692942
542,CIPIX,Champlain Mid Cap Fund Institutional Class,20.74,0.24,0.05,21.63,14.31,18.825,19.576544
543,BTIIX,DWS Equity 500 Index Fund - Class Inst,186.07,-0.19,-0.36001,213.54,137.79,175.84824,188.38235
544,FMGIX,Frontier MFG Core Infrastructure Fund Institutional Class,16.51,1.6,0.26,19.45,12.78,15.792941,17.149706
545,GIOPX,Guggenheim Macro Opportunities Fund Class P,24.86,0.24,0.059999,26.02,23.56,24.359118,25.172941
546,BDSIX,BlackRock Advantage Small Cap Core Fund Institutional Shares,13.14,-2.52,-0.3400005,15.89,9.0,11.889706,13.614044
547,MFMPX,"Morgan Stanley Institutional Fund, Inc. Frontier Markets Portfolio Class A",14.82,0.0,0.0,17.83,11.39,13.552647,15.417132
548,BPIRX,Boston Partners Long/Short Research Fund Institutional Class,13.14,-0.23,-0.03,16.02,11.49,13.039412,14.545956
549,FDIGX,Fidelity Advisor Consumer Staples Fund I Class,79.93,0.25,0.2,89.81,64.87,77.38706,82.804924
550,HACAX,Harbor Capital Appreciation Fund Institutional Class,82.4,0.21,0.17,85.82,58.97,76.83647,76.20228
551,MPACX,Matthews Asia Growth Fund Investor Class,27.47,-0.33,-0.09,29.0,21.13,26.04647,26.701765
552,JMUEX,JPMorgan U.S. Equity Fund Class L,15.93,-0.19,-0.03,17.33,11.55,15.047941,15.59897
553,OLVAX,JPMorgan Large Cap Value Fund Class A,12.63,-1.86,-0.24,15.74,8.94,11.597353,13.478382
554,JHQRX,JPMorgan Hedged Equity Fund Class R6,21.77,-0.18,-0.040001,22.01,17.87,21.280294,21.026323
555,DNINX,Dunham International Stock Fund Class N,14.05,0.43,0.06,16.37,10.78,13.205882,14.521397
556,RRTCX,T. Rowe Price Retirement 2030 Fund Class R,23.94,0.0,0.0,26.6,18.73,22.71647,24.170588
557,FHCIX,Fidelity Advisor Health Care Fund I Class,63.98,1.25,0.79,64.3,45.66,61.27559,58.89125
558,SEMTX,Hartford Schroders Emerging Markets Equity Fund Class SDR,14.09,-0.84,-0.12,17.22,11.66,13.668823,15.093162
559,STVYX,SEI Institutional Managed Trust Tax-Managed Managed Volatility Fund Class Y,16.04,0.63,0.099999,18.59,12.39,15.440588,16.748383
560,JAGLX,Janus Henderson Global Life Sciences Fund Class T,61.83,0.85,0.52,63.63,45.45,59.200882,58.889046
561,HEIFX,Hennessy Equity and Income Fund Investor Class,14.25,-0.14,-0.02,16.04,11.72,13.674412,14.499706
562,GIOAX,Guggenheim Macro Opportunities Fund Class A,24.85,0.24,0.06,26.02,23.55,24.350588,25.164705
563,FSRFX,Fidelity Select Transportation Portfolio,71.16,-1.22,-0.88,98.46,58.35,64.80324,82.209114
564,FTUIX,Fidelity Advisor Telecommunications Fund I Class,62.97,-0.32,-0.200002,66.81,50.33,59.923237,60.245735
565,SXPAX,DWS S&P 500 Index Fund - Class A,31.61,-0.22,-0.07,35.33,23.37,29.88441,31.599045
566,GRMCX,Nationwide S&P 500 Index Fund Class C,14.62,-0.2,-0.03,16.31,10.78,13.828529,14.67353
567,LGRCX,Loomis Sayles Growth Fund Class C,16.14,0.56,0.09,16.62,12.23,15.206764,15.169338
568,FAMFX,FAM Small Cap Fund Investor Class,15.66,-2.49,-0.4,19.18,11.55,14.436176,16.589413
569,HBLVX,The Hartford Balanced Income Fund Class R6,14.5,0.07,0.01,15.44,11.86,14.004705,14.529926
570,NELCX,Nuveen Equity Long/Short Fund Class C,34.56,-0.6,-0.21,38.46,28.57,33.347942,35.37
571,GASFX,Hennessy Gas Utility Fund Investor Class,24.63,1.53,0.370002,30.25,18.85,24.040295,26.56294
572,FEGIX,First Eagle Gold Fund Class I,24.07,0.29,0.07,25.77,14.69,23.830883,20.574265
573,VTCLX,Vanguard Tax-Managed Capital Appreciation Fund Admiral Shares,156.59,-0.22,-0.35,175.22,114.66,147.31117,155.19875
574,RCGTX,AllianzGI Technology Fund Class C,39.63,-0.03,-0.01,47.83,28.06,37.204704,38.00669
575,APDKX,Artisan International Value Fund Advisor Class,30.19,0.84,0.25,37.31,23.1,28.085295,32.46566
576,BMRRX,BlackRock Mid-Cap Growth Equity Portfolio Class R,27.35,1.15,0.31,28.57,18.4,24.94853,25.01706
577,EGOIX,Wells Fargo Large Cap Core Fund - Class Inst,15.29,-0.46,-0.07,20.1,11.05,14.342648,15.873603
578,PRGFX,T. Rowe Price Growth Stock Fund,76.11,0.04,0.03,80.79,54.76,70.95765,71.38507
579,PRLAX,T. Rowe Price Latin America Fund,16.49,-2.25,-0.379999,26.81,12.79,14.961471,20.502426
580,FADTX,Fidelity Advisor Technology Fund Class A,64.42,-0.2,-0.129995,66.9,46.07,59.923824,58.69191
581,ATACX,ATAC Rotation Fund Investor Class,43.54,-3.42,-1.54,45.08,29.18,39.08441,33.86816
582,FURAX,Fidelity Advisor Simplicity RMD 2015 Fund Class A,59.69,0.18,0.110002,59.8,57.81,59.69,59.69
583,JANEX,Janus Henderson Enterprise Fund Class D,131.85,-0.16,-0.21001,148.44,91.67,121.47176,131.69948
584,HAVLX,Harbor Large Cap Value Fund Institutional Class,15.64,-0.64,-0.100001,17.96,11.55,14.559117,15.865441
585,QASGX,Federated MDT Small Cap Growth Fund Class A Shares,21.79,-2.02,-0.450002,24.83,14.39,19.792353,21.567867
586,VSSCX,JPMorgan Small Cap Core Fund Class R5,41.44,-3.09,-1.32,53.22,28.17,37.340294,44.75772
587,ENTIX,ERShares Global Fund Institutional Class,16.13,0.44,0.07,17.24,11.71,15.23,15.644632
588,BTBFX,Boston Trust Asset Management Fund,51.0,0.0,0.0,56.81,42.29,49.375,52.123676
589,EKGYX,Wells Fargo Global Small Cap Fund Class Admin,36.74,-0.51,-0.19,43.64,28.65,34.056767,38.559193
590,TVRVX,Third Avenue Real Estate Value Fund Investor Class,19.48,-1.17,-0.23,29.17,15.02,19.000883,23.095736
591,ADGYX,AB Core Opportunities Fund Advisor Class,19.92,-0.05,-0.01,21.91,14.84,18.790882,19.805662
592,JAVTX,Janus Henderson Venture Fund Class T,75.6,-0.89,-0.68,83.8,52.94,68.46,74.490585
593,JMCRX,James Micro Cap Fund,12.45,-2.2,-0.28,16.88,8.91,11.28647,13.992132
594,JARIX,James Alpha Global Real Estate Investments Portfolio Class I Shares,15.11,-0.4,-0.06,19.89,11.83,14.451765,17.066544
595,FZAMX,Fidelity Advisor Mid Cap II Fund Class Z,17.15,-0.81,-0.139999,20.56,11.86,15.62147,17.702942
596,SSQSX,State Street Institutional Small-Cap Equity Fund Service Class,14.64,-2.07,-0.310001,18.39,10.33,13.171177,15.381618
597,GIOCX,Guggenheim Macro Opportunities Fund Class C,24.84,0.24,0.06,26.0,23.54,24.335588,25.149338
598,WSCGX,Wells Fargo Small Company Growth Fund - Class Inst,50.28,-1.68,-0.86,59.12,33.56,45.46294,50.680515
599,BUFIX,Buffalo International Fund,15.58,0.91,0.14,17.25,11.78,14.56647,15.577206
600,HJPIX,Hennessy Japan Fund Institutional Class,39.35,1.92,0.740003,39.81,28.86,35.559708,36.79353
601,GIBLX,Guggenheim Total Return Bond Fund Class P,28.57,0.11,0.030001,28.8,27.01,28.19,27.642132
602,NHMAX,Nuveen High Yield Municipal Bond Fund Class A,16.32,0.25,0.040001,18.83,14.63,15.956765,17.325
603,JOBEX,JPMorgan SmartRetirement Blend 2040 Fund Class I,22.38,-0.04,-0.01,25.39,17.56,21.218235,22.924852
604,WFLLX,Wells Fargo Large Cap Core Fund - Class Admin,15.43,-0.45,-0.07,20.21,11.16,14.479117,16.01272
605,GURIX,Guggenheim Risk Managed Real Estate Fund Institutional,29.84,1.02,0.3,35.56,23.71,28.864119,31.633455
606,HGGAX,Harbor Global Leaders Fund Institutional Class,30.05,0.57,0.17,32.9,21.94,27.969706,29.566029
607,DSCVX,BNY Mellon Opportunistic Small Cap Fund Investor Shares,23.5,-1.92,-0.46,28.73,15.86,21.093235,24.309633
608,HFDYX,Hartford Schroders US MidCap Opportunities Fund Class Y,14.28,-0.21,-0.029999,16.91,10.03,13.211177,14.724853
609,DISSX,BNY Mellon Small Cap Stock Index Fund Investor Shares,22.82,-3.14,-0.74,31.05,16.7,20.776176,25.143015
610,FACSX,Nuveen Mid Cap Value Fund Class C,32.13,-1.14,-0.37,41.2,22.81,29.837059,35.164707
611,SGGDX,First Eagle Gold Fund Class A,23.34,0.26,0.06,25.0,14.28,23.120882,19.96919
612,DDDAX,13D Activist Fund Class A,18.72,-1.94,-0.37,22.45,12.52,17.015589,19.353971
613,FABLX,Fidelity Advisor Balanced Fund Class A,22.01,-0.32,-0.07,23.43,17.25,20.917059,21.48956
614,FELTX,Fidelity Advisor Semiconductors Fund Class M,25.11,-2.67,-0.690001,27.83,16.63,23.628235,24.339338
615,MRAGX,Meridian Growth Fund A Class,33.76,-1.72,-0.59,40.8,22.59,30.082354,33.861763
616,RWDYX,Redwood Managed Volatility Fund Class Y,14.32,0.14,0.020001,15.55,14.02,14.149706,14.961397
617,GIUSX,Guggenheim Investment Grade Bond Fund Institutional Class,19.72,0.1,0.020001,19.88,18.63,19.469706,19.079706
618,SAOSX,Guggenheim Alpha Opportunity Fund Class P,17.03,-1.16,-0.200001,17.84,15.21,16.647352,16.8625
619,JANIX,Janus Henderson Triton Fund Class D,28.39,-0.73,-0.209998,32.65,19.26,25.818235,28.359339
620,FIARX,Fidelity Advisor Simplicity RMD 2010 Fund Class A,53.67,0.13,0.07,53.79,52.31,53.67,53.67
621,BMGAX,BlackRock Mid-Cap Growth Equity Portfolio Investor A Shares,27.88,1.12,0.31,29.1,18.75,25.433529,25.489412
622,GWEIX,AMG GW&K Small Cap Core Fund Class I,23.61,-1.71,-0.41,27.64,16.09,21.294706,23.969265
623,PSGAX,Virtus KAR Small-Cap Growth Fund Class A,41.86,-0.31,-0.13,43.07,29.08,37.299706,38.291176
624,TIBCX,Thornburg Investment Income Builder Fund Class C,18.39,0.11,0.020001,22.96,14.78,17.484411,20.159706
625,FGFAX,Federated International Leaders Fund Class A Shares,31.52,1.29,0.4,36.41,23.71,29.087942,32.20544
626,FBGRX,Fidelity Blue Chip Growth Fund,117.03,-0.54,-0.629996,120.62,81.7,108.2347,105.84919
627,FIRSX,Fidelity Managed Retirement 2015 Fund,52.9,0.0,0.0,55.02,47.3,51.63647,52.827057
628,AUUCX,AB Select US Equity Portfolio Class C,14.82,-0.2,-0.029999,16.86,11.2,14.113235,15.085809
629,FOCCX,AIG Focused Growth Fund Class C,23.46,0.09,0.020001,25.59,16.65,21.723824,22.228676
630,FSPHX,Fidelity Select Health Care Portfolio,29.35,1.14,0.33,29.99,21.47,28.10853,27.576029
631,LSSCX,Loomis Sayles Small Capital Value Fund Institutional Class,21.81,-2.28,-0.51,30.34,15.75,19.85,24.354559
632,WTMCX,Segall Bryant & Hamill Mid Cap Value Dividend Fund Retail Class,20.78,-0.48,-0.100001,25.86,14.93,19.455294,22.445736
633,SDVRX,PGIM QMA Mid-Cap Value Fund- Class R,13.04,-2.47,-0.33,19.12,8.95,11.794118,15.3872795
634,RINPX,Royce International Premier Fund Consultant Class,17.84,1.02,0.18,19.7,13.01,16.417059,17.580294
635,DHMCX,Diamond Hill Small Mid Cap Fund Class C,15.69,-2.12,-0.339999,20.84,11.1,14.276765,17.37375
636,SMTSX,JPMorgan SmartRetirement 2040 Fund Class I,19.37,-0.15,-0.030002,23.33,15.14,18.40206,20.214045
637,FSTRX,Federated MDT Large Cap Value Fund Class A,24.12,-0.5,-0.120002,28.64,17.59,22.746176,25.296396
638,SFEPX,Guggenheim StylePlus - Large Core Fund Class P,20.14,-0.25,-0.049999,22.63,14.57,18.946177,20.160955
639,PMVQX,PGIM QMA Mid-Cap Value Fund- Class R6,13.04,-2.47,-0.33,19.2,8.94,11.792941,15.383162
640,NBGEX,Neuberger Berman Genesis Fund Trust Class,56.68,-1.06,-0.61,61.72,39.97,51.153824,54.994045
641,SMTYX,JPMorgan SmartRetirement 2040 Fund Class R6,19.43,-0.15,-0.030001,23.4,15.19,18.455587,20.276176
642,AVEDX,Ave Maria Rising Dividend Fund,16.26,-0.43,-0.07,20.04,11.62,15.047353,17.06022
643,CVTCX,Calamos Growth & Income Fund Class C,33.7,-0.24,-0.080003,36.18,25.9,31.822647,33.06728
644,EIPIX,EIP Growth and Income Fund Class I,13.17,0.23,0.03,16.19,9.07,12.310294,13.927868
645,GEQZX,GuideStone Funds Equity Index Fund Investor Class,33.51,-0.18,-0.06,37.31,24.7,31.68794,33.28044
646,FICSX,Fidelity Advisor International Small Cap Fund Class C,21.8,0.79,0.17,26.74,16.91,20.451176,23.361324
647,TFEQX,Templeton Institutional Fund International Equity Series Primary Shares,12.87,0.94,0.12,16.4,10.31,12.305,14.020368
648,CCASX,Conestoga Small Cap Fund Investors Class,58.08,-1.73,-1.020002,62.97,42.7,52.29441,55.973457
649,FITTX,Fidelity Advisor Managed Retirement 2025 Fund Class M,53.19,0.25,0.130002,53.28,51.06,53.19,53.19
650,ARTGX,Artisan Global Value Fund Investor Class,14.57,-0.61,-0.09,18.62,11.19,13.600588,15.96853
651,HISVX,Harbor Small Cap Value Fund Investor Class,28.72,-2.11,-0.62,34.91,20.18,26.087942,29.981985
652,JGRCX,Janus Henderson Enterprise Fund Class C,117.03,-0.16,-0.19,132.08,81.5,107.88529,117.287796
653,DBECX,BNY Mellon Diversified Emerging Markets Fund Class C,19.57,0.0,0.0,23.96,15.74,18.887648,20.832794
654,OMGNX,Invesco Oppenheimer Main Street Fund Class R,43.65,-0.14,-0.060003,50.24,32.38,41.64647,44.530663
655,UMPSX,ProFunds UltraMid Cap Fund Service Class,24.46,-2.9,-0.729999,39.87,12.14,20.337059,29.720589
656,VWILX,Vanguard International Growth Fund Admiral Shares,104.2,0.58,0.6,108.0,76.73,96.602646,97.81103
657,AMDVX,American Century Mid Cap Value Fund R6 Class,14.34,-0.62,-0.09,17.27,10.47,13.329706,15.157721
658,FVDKX,Fidelity Value Discovery Fund Class K,25.98,-1.18,-0.309999,30.47,18.98,24.260294,27.05022
659,FIROX,Fidelity Managed Retirement 2005 Fund,59.13,0.03,0.02,60.22,54.72,58.308823,58.859486
660,JMBRX,JPMorgan SmartRetirement Blend 2045 Fund Class R5,22.41,0.0,0.0,25.72,17.31,21.170588,23.043089
661,NHMCX,Nuveen High Yield Municipal Bond Fund Class C2,16.31,0.18,0.030001,18.82,14.62,15.947647,17.314411
662,PSIAX,PGIM QMA Stock Index Fund- Class A,42.22,-0.19,-0.080003,51.76,31.08,39.909412,43.1875
663,SASWX,AIG Small-Cap Fund Class W,14.25,-2.26,-0.33,17.72,9.94,13.081177,15.1731615
664,GGGAX,Gabelli Global Growth Fund Class A,36.5,0.69,0.25,39.2,27.12,34.33294,35.294632
665,FSCRX,Fidelity Small Cap Discovery Fund,18.47,-2.07,-0.389999,24.26,12.5,16.369411,19.967794
666,HWAIX,Hotchkis & Wiley Value Opportunities Fund Class Institutional,22.25,-1.72,-0.39,29.29,17.2,20.750587,25.011618
667,JPGSX,JPMorgan Intrepid Growth Fund Class I,56.26,-0.34,-0.189997,61.78,41.07,53.242645,54.789265
668,BPAIX,Boston Partners All Cap Value Fund Institutional Class,22.84,-0.87,-0.2,27.74,16.48,21.285294,24.230442
669,FWCFX,Fidelity Advisor Worldwide Fund Class C,26.67,0.64,0.17,28.54,19.52,24.867353,25.642574
670,RYBIX,Rydex Basic Materials Fund Class Investor,53.59,-0.56,-0.3,61.34,35.93,48.897648,53.346176
671,SHTCX,Columbia Seligman Global Technology Fund Class C,31.44,-1.9,-0.61,35.27,21.91,29.482353,30.97103
672,NBGIX,Neuberger Berman Genesis Fund Institutional Class,56.6,-1.07,-0.61,61.69,39.89,51.07206,54.899044
673,FSRPX,Fidelity Select Retailing Portfolio,17.89,-0.67,-0.12,18.01,12.38,16.27794,16.146177
674,RYCVX,Rydex Dow 2x Strategy Fund Class H,76.92,-1.12,-0.87,115.79,42.66,68.69882,89.78272
675,GIBRX,Guggenheim Total Return Bond Fund Class R6,28.62,0.1,0.03,28.85,27.06,28.237352,27.688602
676,HFDCX,Hartford Schroders US MidCap Opportunities Fund Class C,13.87,-0.14,-0.02,16.46,9.75,12.832941,14.323824
677,GLRIX,James Balanced: Golden Rainbow Fund Institutional Class,19.9,0.0,0.0,21.37,17.79,19.580294,20.286985
678,NMIMX,Columbia Large Cap Enhanced Core Fund Institutional Class,23.91,-0.5,-0.12,26.46,17.34,22.479706,23.714485
679,MGPIX,ProFunds Mid Cap Growth Fund Investor Class,90.46,-0.87,-0.79,101.45,61.61,82.11617,88.885735
680,MMEAX,Victory Integrity Discovery Fund Class A,23.3,-4.23,-1.03,34.53,16.86,20.961472,27.8425
681,WIIGX,Wasatch International Growth Fund Institutional Class,30.37,0.4,0.12,32.02,20.73,27.324705,28.797205
682,FIRNX,Fidelity Simplicity RMD Income Fund,58.72,0.05,0.029998,60.0,54.09,57.81794,58.52272
683,RAIIX,Manning & Napier Rainier International Discovery Series Class I,21.67,0.46,0.1,22.75,15.2,19.920294,20.594044
684,FASGX,Fidelity Asset Manager 70% Fund,21.71,0.05,0.010001,23.93,17.08,20.605,21.725735
685,OTPIX,ProFunds NASDAQ-100 Fund Investor Class,90.3,-0.27,-0.24,93.87,67.4,85.68294,83.581985
686,TRAOX,T. Rowe Price Asia Opportunities Fund,14.52,-0.48,-0.07,17.03,12.03,14.394706,15.184265
687,ACMVX,American Century Mid Cap Value Fund Investor Class,14.32,-0.62,-0.09,17.25,10.46,13.321177,15.144044
688,VEIPX,Vanguard Equity-Income Fund Investor Shares,32.9,-0.12,-0.040002,38.64,24.8,31.30147,34.57956
689,HGIYX,Hartford Core Equity Fund Class Y,33.29,0.06,0.02,37.26,24.79,31.470882,33.313087
